JPM_2019.pdf,JPM_2018.pdf,JPM_2020.pdf,JPM_2021.pdf,JPM_2022.pdf
,,"$75 million commitment to Black- and Latinx-led MDIs and CDFIs 40 2020 Environmental, Social & Governance ReportStrengthening Financial Health and Wealth Creation Even before the COVID-19 pandemic hit, many individuals and households were struggling with their financial health: Only 29% of Americans were financially healthy in 2019, despite a strong economy.3 At the same time, large racial wealth gaps persist, with the JPMorgan Chase Institute finding that Black and Hispanic households have 32 and 47 cents in liquid assets, respectively, for every $1 held by white families.4 The economic shock brought on by the pandemic — and its disproportionate impacts on low-income households and people of color — has only magnified and heightened the widespread financial insecurity and inequity.",,
,,"JPMorgan Chase serves nearly half of all U.S. households, and we believe that presents a unique responsibility — and opportunity — to leverage our reach and expertise to help consumers strengthen their financial health and build and sustain wealth.",,
,,"We do so by creating innovative and affordable products and services that help individuals increase savings, manage spending, reduce debt, build credit and plan for their financial goals.",,
,,"We also support nonprofit organizations working to improve financial resiliency and build wealth in communities, as well as developing innovative fintech solutions aimed at improving the financial health of low- and moderate-income consumers around the world.",,
,,"Helping Customers Manage Their Financial Lives We offer customers a suite of tools to help them strengthen their financial health, as well as an online Financial Goals webpage that provides actionable information to help individuals manage their budget, save and build credit.",,
,,"Today, more than ever, digital channels — including online and mobile banking — are an important way for us to reach our customers.",,
,,One of the newest online tools we offer to help customers manage financial volatility in their lives is Budget.,,
,,"Launched in late 2020, Budget provides a simple way for customers to create a monthly budget based on their income, recurring expenses and flexible spending, which is the portion of their budget they can best control.",,
,,Budget then tracks all of their Chase credit and debit card spending so that they can stay on track and identify additional ways to save.,,
,,72% increase in customers enrolled in Autosave in 2020Helping our customers save is another focus for our business.,,
,,"Our Autosave tool allows customers to identify their savings goals and set up automatic transfers to fund their goals, whether it is emergency savings, a down payment for a home or their next vacation.",,
,,Autosave helps build a savings habit by automating transfers from customers’ checking to their savings accounts and allowing them to monitor their progress through a savings dashboard.,,
,,The number of customers enrolled in Autosave grew by 72% in 2020 to nearly 2.4 million — and the total amount saved by customers using the tool more than doubled from year-end 2019.,,
,,"On average, customers saved 11% more per month using Autosave in 2020 compared with the prior year.",,
,,Another tool we offer to help consumers improve their financial health — regardless of whether they are Chase customers — is C hase Credit JourneySM.,,
,,"This free resource enables consumers to check their credit score and view their full credit report online, and also offers automatic alerts and a score simulator that demonstrates how certain actions can impact credit scores.",,
,,"41 2020 Environmental, Social & Governance ReportBroadening Access to Banking Services Access to safe, high-quality and affordable banking services is an important foundation of financial health, and low-income households — as well as Black and Latinx households — are more likely to be unbanked or underbanked.",,
